ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
2323604,comment,2322913,2322913,0,0,lysium,,,"The original question is unclear. What is a 'loop' and what is a 'conditional'?<p>Tail-recursive calls (like the linked solution uses, though C compilers usually do not implement 'proper' tail calls) or short-cut conditionals might not look like but are still loops or conditionals.<p>So, why the answer is funny it does not answer the original question.",1300125599
2323603,story,,,1,0,mhspecter,"Herschel Specter",,"With regard to your information box on the three nuclear facilities, if offsite power was actually available it is unclear why there would be any problems at these power plants or why plant operators would turn to the emergency diesels. With a huge earthquake and a subsequent tsunami it is unlikely that offsite power would be availbale. Please check this statement about offsite power being available.<p>After much more information is known and carefully analyzed it would not be surprising to get a very different understanding of this tragic event. My guess is that we will realize that this event represented a very large economic loss to Tokyo Electric and a very small health risk to the public. Such a conclusion would be consistent with analyses at Sandia National Laboratories which has examined hypothetical extreme accidents where all active safety equipment that relies on emergency electric power were assumed to have failed, causing the reactor to have a full core melt. These Sandia studies showed that even in this rare situation, very little radioactive material would be released into the environment. It appears that nuclear power plants of the type now in trouble in Japan act like large, complex passive filters trapping much of the radioactive material on site. This major conclusion is the result of natural chemical and physical processes that are immune to terrorism and huge natural initiating events, like enormous earthquakes, tsunamis, etc.",1300125586
2323601,story,,,1,0,edragonu,"How An iPhone, An iPad And A Mac Are Shaping My Digital Life",http://www.dragosroua.com/how-an-iphone-an-ipad-and-a-mac-are-shaping-my-digital-life/,,1300125571
2323600,comment,2321158,2321249,0,0,rue,,,"Can't be that hard, really? I can't say one way or another but I'd kinda expect the experts to have thought of this at some point if it was a trivial possibility.",1300125559
2323599,story,,,1,0,pbj,"Bing makes another small gain in search traffic shares",http://news.cnet.com/8301-1023_3-20042928-93.html?tag=mncol;title,,1300125545
2323598,comment,2321413,2321413,0,0,johndlafayette,,,"<i>Don't quit</i> just because you have disagreements. Some studies have shown that disagreement is actually healthy and encourages learning, as long as it isn't bitter tit for tat disagreements (as long as it's not personal).<p><i>Don't quit</i> before you have discussed the issue with management. If the managers are good, they will be open to your point of view and try to come to a common understanding. They should explain their point well enough that you can come to that common understanding as well, whether or not there is common agreement on the issue.<p>If you still wholeheartedly disagree with their viewpoint and can't come to a common understanding, then it may be time to move on. If they dismiss your point of view out of hand, it's definitely time to move on.",1300125545
2323597,comment,2323154,2323493,0,0,timrobinson,,,"More like, ""10 Operating Systems With Great Screenshots"".<p>Using the ability to run Firefox as a metric, I think only Haiku, ReactOS and OpenBSD qualify as great.",1300125523
2323596,comment,2322666,2322666,0,0,dskhatri,,,"Tell that to my 12-year old nephew who memorized π to 128 decimal places in celebration of today! He'll be heart-broken to find out he memorized an inconsequential number.",1300125517
2323595,comment,2322696,2323225,0,0,swix,,,"You probably have one of the most poisonous perspectives one can have in this type of thing, this is exactly why the world sucks. There _NEVER_ is a reason to give ""harsh"" feedback, go read some kevin pollak or study psychology, humans are not ""dogs"" giving harsh or stupid feedback wont change the broken product.<p>Offer your help, ""Holy shit dude you have a XSS/SQLI in there, lets fix that up before you get in trouble"".<p>You are probably one of those people that wouldn't help someone on the edge of a roof trying to commit suicide. Just sayin.",1300125510
2323594,comment,2322447,2323523,0,0,ataggart,,,"Does O2 have a monopoly on wireless internet access?",1300125505
2323593,story,,,4,1,martythemaniak,"Why Android Tablets Will Dominate",http://martin.drashkov.com/2011/03/why-android-tablets-will-dominate.html,,1300125501
2323592,comment,2323090,2323090,0,0,jderick,,,"When I read proof, I assumed you meant you proved your quicksort returned an ordered permutation, but after looking at your webpage, I see you are only claiming to have proved termination.<p>Not sure why you posted the github instead of your webpage, as without any explanation this code is nearly unintelligible.  It would be interesting to hear an explanation of your example, it really is difficult to decipher.<p>If you are interested in proving things about programs, you may want to check out some mechanical theorem provers such as ACL2, HOL or PVS.",1300125495
2323590,comment,2322448,2323505,0,0,rblion,,,"What makes Apple so unique is it's unwavering faith in it's founding values (genius marketing + simple design + useful software).<p>I believe there WILL be another great to rise this decade, it seems like Google is the new Microsoft and Facebook is IBM's grandson. I just feel it in the air, it's only a matter of time before a few rebels come together do something that shocks the world...again.",1300125451
2323589,comment,2323154,2323154,0,0,cryptoz,,,"No mention of Google or Android in an article about the future of operating systems? It seems to me that a current big shakeup on the OS market is actually being led by Google and that Android represents quite a bit of the future of ""alternative"" OSs.",1300125448
2323588,comment,2322881,2323234,0,0,trotsky,,,"The fact that I will be able to build it from source does make a difference to me, and likely to several people I call.  It doesn't matter to me if everyone uses it as long as the person I want to talk to does.",1300125440
2323587,story,,,2,1,samic,"MIT guy hacked his son's life & beyond that",http://blog.ted.com/2011/03/10/deb-roy/,,1300125417
2323586,story,,,3,0,sk_0919,"Nuclear meltdown Q&A",http://www.bbc.co.uk/news/world-asia-pacific-12732015,,1300125412
2323585,story,,,1,0,Trey-Jackson,"Vacation (Scott Adams)",http://dilbert.com/blog/entry/vacation/,,1300125402
2323584,story,,,9,3,bdclimber14,"Show HN: eBay rounding error results in incorrect credits",,"About a month ago, I tried to sell a few items on eBay including a Nexus One phone. 2 items were left unpaid since the buyer's tried to scam me (fake PayPal payment emails, cancelled PayPal eChecks).<p>Once an item sells, eBay charges a Final Value Fee (FVF) that is a percentage of the total proceeds. However, if the item is never paid for, you can request eBay to credit you the FVF.<p>Yesterday I called eBay to get my credits, which they gave promptly. However, I noticed that the credited amount was off by one cent. I explained to the representative on the phone that I was able to see the credit, but was curious as to why it was $.01 less than the FVF. I asked if they kept a penny, assuming they did, but she assured me that the full amount was refunded in both cases. Again, out of curiosity I pushed the issue and she insisted that the full amounts were credited ($13.48 and $14.55) even though I explained that what I saw on my eBay account was different.<p>I was being incredibly polite and merely inquisitive (it's 2 cents for god's sake) but she rudely stated ""I can't help you anymore, if you have more questions, then you need to use the eBay help menu online"" and hung up on me.<p>Ouch.<p>$13.48 charged, I was refunded 13.47.
$14.55 charged, I was refunded 14.54.<p>Since we're literally talking pennies here, I don't care enough to call eBay back, but I'm curios as to what caused this.<p>I assume this is a rounding error from taking a percentage of the amount (possibly a floor function being used for credits). This all reminds me of Office Space, and made me wonder how much money eBay makes off of these penny differences, if this indeed happens all the time.<p>Has anyone ever come across this before, or am I an anomaly?",1300125397
2323582,story,,,14,0,revorad,"1UP: The importance of platforms, and how we’re extending ours",http://blog.foursquare.com/2011/03/14/1up-the-importance-of-platforms-and-how-we%E2%80%99re-extending-ours/,,1300125388
