ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
244700,story,,,6,0,kimboslice,"Techmeme’s Leaderboard is Shifting: Nearly 33% of Leaderboard is New",http://ryanspoon.com/blog/2008/07/12/techmemes-leaderboard-is-shifting-nearly-13rd-of-leaderboard-is-new/,,1215899907
244699,comment,244630,244630,0,0,vaksel,,,"build something that your users will tell all their friends about",1215899610
244698,comment,244574,244574,0,0,dbreunig,,,"TechCrunch had this up for a bit 2 hours ago, but the story is now pulled...",1215898604
244697,comment,244410,244629,0,0,bilbo0s,,,"I might agree with everything you have said.  The thing is, that this young man asked what he should do.  He, presumably, has very little capital, and so should look only at those places that Google is CERTAIN to avoid in the development of its 'Lively' offering.  A clear area that Google will avoid is the 'RuneScape' area, or any game serving teenage boys.<p>Also, if we consider the possibility that you are correct, and 'Lively' will be a hit for a year or two before people move on, this young man will still have trouble.  You see during that time he will need to run his own service for free.  Additionally, all of Google's users will be learning that everything should be free.  When they are bored with Google, they will come to him looking for free entertainment.  See the problem?",1215898547
244696,comment,244489,244489,0,0,xlnt,,,pg,1215898498
244695,comment,244489,244489,0,0,xlnt,,,America,1215898427
244694,comment,244630,244630,0,0,zacharye,,,"That question is way too broad. What are you selling and to whom? What are your goals - brand awareness, memebership boost, etc?<p>There is no one solution for every company and every product; web-based or otherwise. [oversimplified:] I wouldn't recommend a racy viral YouTube campaign to a company selling a revolutionary denture adhesive but it may work wonders for a dating site...",1215898202
244693,comment,244646,244646,0,0,Kilimanjaro,,,"Only a fool would give away personal info like that.<p>Most social sites trick you into giving away that info when you sign up in order to spam everybody in your contact list.<p>I really don't know how Mint (financial) can get away with such sensitive banking information. Beats me.",1215898069
244692,comment,242794,243564,0,0,Tamerlin,,,"One important point that you missed is that it is also a de-humanizing view of what we do. It's not limited to programmers, it's typical of corporate america to treat employees like they're nothing but cogs in a machine, rather than people.",1215897519
244691,comment,244646,244646,0,0,kilowatt,,,"We put a detailed explanation on our wiki in layman's terms about how we only store hashed versions of your passwords--so that even if our systems were compromised, your data would stay safe. If you stress transparency, then the users who care enough to go looking will find that reassurance.",1215896880
244690,comment,244215,244215,0,0,edw519,,,"You had me at ""Oranges instead of Snickers bars.""",1215896453
