ID,Karma,About,Created,Updated
L3monPi3,3,,1353378824,1418400164
l31637228,1,,1317370707,1452897187
l31g,119,,1377064849,1450207814
l337n1nj4,5,,1383929685,1452918321
l33t8l,2,"I help startups create ground breaking products & services. I&#x27;m a seasoned expert in software design and have a breadth of skills from user research and user testing to wireframing and mock-ups (inc. gamification). I have also provided significant contributions to strategic product design, software development and marketing.<p>Over the years I have adapted to business needs as required, learning fast and producing what is needed at the time it is needed. Because of this I&#x27;ve worn many hats including: programmer, writer, trainer, team lead, project manager, product director and strategist.",1386027057,1450207814
l33t_d0nut,93,,1332964726,1450207814
l33tbro,1159,,1311735261,1452890999
l33tfr4gg3r,12,,1323538604,1450207814
l33thax0r,1,,1440517801,1453171842
l33thaxor,1,,1378757953,1452916205
l33tk1llz0r,-1,,1340236349,1452905507
l33tl33t,1,,1323993052,1452898908
l33tzer,1,,1385290666,1452918986
l34ch,-6,,1378944064,1450207814
l34rn1ng,1,,1421936220,1453165495
l3amm,80,"CEO and co-founder www.foundryhiring.com. scott@foundryhiring.com",1284066271,1452892125
l3b4nn3n,8,,1327791657,1452899711
l3db3tt3r,9,,1221398424,1450207814
l3g0la5,1,,1345897959,1452905507
l3gatosan,2,,1352137290,1452907138
l3gend_th3,1,,1337512490,1452903053
l3m0ndr0p,1,,1446569396,1453173521
l3mming,2,,1233965870,1452887114
l3nz,3,,1342632906,1450207814
l3vitat3,-10,,1305746442,1452893808
l3x5,1,,1444162870,1453172869
