ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
404200,comment,403865,403865,0,0,ruslan,,,"I switched from iPhone to E71 because of neatly designed keyboard. iPhone makes me mad when I need to type anything, no matter whether it's an SMS or a web link in the browser.",1229741993
404199,comment,404009,404125,0,0,Xichekolas,,,"I have to wonder if a language with <i>less syntax</i> would be easier to pick up.<p>Start people that are totally new to programming with something like Scheme or Ruby (surely there are even better ones than these) that requires less arcane punctuation to do things like hello world, then once they get the hang of things, slowly introduce them to more structured languages.",1229741929
404198,comment,399094,399687,0,0,jamiequint,,,"Really? Have you read Positioning (Ries and Trout). Certainly branding is more than a name, but for marketing you want something that is at least easily transferable by word of mouth, no?",1229741810
404197,comment,403462,403910,0,0,jsmcgd,,,"""Lies, damned lies, and statistics"" - Benjamin Disraeli",1229741726
404196,comment,404009,404137,0,0,qqq,,,"My first day of programming in college I read the syllabus and told the teacher I'd already done everything on it. They let me switch to the next class.",1229741647
404195,comment,403917,403917,0,0,showerst,,,"Shame that this seems to confuse many-eyes' visualizations. This would be perfect for their time-treemap, if it could pivot the data correctly.<p>Edit: Looks like the numbers were just uploaded in a non-standard way, i'm going to remove the ticks and reupload",1229741640
404194,comment,403106,403233,0,0,Prrometheus,,,"Ah, Scribd. Unnecessarily complicating the internet since 2007.",1229741614
404193,comment,401038,401038,0,0,KevBurnsJr,,,"Doc Comments, that's a new one.<p><a href=""http://www.php.net/manual/en/language.oop5.reflection.php"" rel=""nofollow"">http://www.php.net/manual/en/language.oop5.reflection.php</a>",1229741558
404192,comment,404009,404135,0,0,qqq,,,"you didn't even write it in all lowercase.",1229741547
404191,comment,403562,403960,0,0,jamiequint,,,"I don't understand the association of capitalism with greed, certainly people who had the foresight to understand that domains would be valuable at some point in the future (and put their money where their mouths were) should be compensated (at a reasonable price) for taking that risk no?",1229741530
404190,comment,404009,404009,0,0,Eliezer,,,"I've noticed this with higher-level concepts too.  There are people who simply can't grasp the concept of a mind that doesn't work like a human mind.  There are people who simply can't grasp various levels of meta-thinking - like the distinction between metaethics and object-level moral decisions.<p>You can keep trying to point in the direction of the meta-level but they just can't look in that direction, like they're in Flatland and you're trying to point ""up"".<p>And at least according to them, some of these people are programmers.<p>It seems there are multiple ""gears"" that you can have or not have, not just the ""programmer's gear"".  I suspect I'm missing a social gear or two, because there are things I can't see, even after the fact, no matter how often they're pointed out to me.",1229741445
404189,comment,403849,404178,0,0,bemmu,,,"I meant the gist of it sounds obvious, that we now have this plugin on 98% of peoples' computers that can listen to the microphone and open sockets. Obviously the implementation is a very different story.",1229741394
404188,comment,404009,404137,0,0,Eliezer,,,"Well, sure, if universities were there to <i>teach things</i>, they'd invent ways to teach you using fewer classes.  If universities are there to make you take classes until you get a piece of paper, why would they care?",1229741200
404187,comment,403562,404074,0,0,jamiequint,,,"Feel free to actually say something constructive without being an asshole next time.<p>Did the guy violate any rules? Not unless you go by a strict definition of Twitter's TOS. Your original analogy makes no sense. The Celtics didn't have the name stolen from them (they never owned it in the first place) and the guy wasn't using it for a non-legitimate reason, so why should he not benefit from the common knowledge of the association of ""Celtics"" with the Boston Celtics basketball team?",1229741173
404186,comment,403596,403596,0,0,pmorici,,,"How do they ""fix"" a broken fiber cable deep in the ocean?",1229741100
404185,comment,401022,401055,0,0,KevBurnsJr,,,"<a href=""http://www.symfony-project.org/"" rel=""nofollow"">http://www.symfony-project.org/</a>",1229740933
404184,story,,,1,0,dc2k08,"The future social network model ?",http://news.bbc.co.uk/2/hi/technology/7768601.stm,,1229740913
404183,comment,401022,401072,0,0,KevBurnsJr,,,"Notepad++ is nice.",1229740909
404182,comment,401022,401132,0,0,KevBurnsJr,,,"<a href=""http://www.symfony-project.org/"" rel=""nofollow"">http://www.symfony-project.org/</a>",1229740867
404181,comment,403229,403257,0,0,jodrellblank,,,"And where/how does one get purpose?",1229740850
404180,comment,401022,401064,0,0,KevBurnsJr,,,"<a href=""http://www.symfony-project.org/"" rel=""nofollow"">http://www.symfony-project.org/</a>",1229740839
