ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
1578041,comment,1577902,1578009,0,0,pierrefar,,,"I know some people who got through and some who got rejected very early on. Regardless of volume, my very limited sample tells me they were very strict in choosing.",1281016713
1578039,comment,1577973,1577973,0,0,spooneybarger,,,"fyi, blog link isnt working for me right now. no page returned.",1281016668
1578038,comment,1577804,1577820,0,0,rbanffy,,,"> Hassle of getting something similar (US keyboard) over here in Italy.<p>I have a similar problem in Brazil. Only once Dell offered me an apology for not having a Brazilian keyboard on one of their laptops. If I want a laptop with US layout, I have to either import one or buy a compatible keyboard in the gray market.",1281016650
1578037,comment,1577804,1577842,0,0,shin_lao,,,"If the disk is encrypted, I'm not sure how Prey project is useful since the thief will not run the original OS but reformat/reinstall one.",1281016638
1578036,comment,1576724,1576724,0,0,Sumason,,,"I just wanted to chime in and say how much I adore your slogan (or catch phrase, whatever they call it these days).<p>""Connoisseurs of Fine Database Products""<p>Awesome!",1281016637
1578035,story,,,1,0,DanielBMarkham,"UFO files: Winston Churchill 'feared panic' over Second World War RAF incident",http://www.telegraph.co.uk/news/newstopics/howaboutthat/ufo/7926037/UFO-files-Winston-Churchill-feared-panic-over-Second-World-War-RAF-incident.html,,1281016629
1578034,comment,1577857,1578014,0,0,matclayton,,,"Cheers,<p>We have been around for a while, but tend only to shout in music circles, HN isn't really the right place! We have absolutely no idea what people are going to make on this. We have seen a lot of screen scrapping of our main site, and had loads of emails requesting api access. So figured it was about time we opened it up!<p>So far have seen guys build last.fm scrobblers, cue timestampers, an android app, and charts, so keen to see what people come up with! We will be setting it in stone for the upcoming Music Hack Day, and sure some interesting stuff will come out of this. <a href=""http://london.musichackday.org/2010/"" rel=""nofollow"">http://london.musichackday.org/2010/</a><p>Mat",1281016627
1578033,story,,,2,0,bigfoot,"A Collection of Examples of 64-bit Errors in Real (C/C++) Programs",http://www.gamedev.net/reference/programming/features/x64ErrCol/,,1281016621
1578032,comment,1577804,1577875,0,0,timr,,,"Netbooks are great for this.  I took a trip to Europe this spring, and I bought a $300 EeePC just so that I could check email, post to Facebook, etc.  I could carry it into any café (or more realistically, McDonalds...free internet!) in France, and not really worry about theft.<p>Install Linux on one of those little guys, and you've got a reasonably useful hacking terminal that is practically disposable.",1281016616
1578031,comment,1577444,1577448,0,0,9oliYQjP,,,"I worry about Google. But then I remember that they can barely return relevant search results these days without getting confused by keyword farms. Remember that Schmidt <i>has</i> to talk up Google's capabilities. In reality, he's oversimplifying the situation and Google's shear size and age will be its demise just as it was for Microsoft.<p>Google's 20-something and early 30-something employees who had no problem working for 10-14 hour days this decade will begin to pull back and/or leave the organization. This will be followed by a slew of lacklustre product and service launches (e.g., Microsoft Vistas) until Google is but a mere shadow of its former self.<p>Of course, that does leave another company or government to actually do to Google what it in turn did to Altavista. And it's that entity which scares me because it might be a foreign government or corporation with a completely different culture and set of constraints around freedom, privacy, and ethics. We know how bad companies/governments act in the Western World where we try to uphold individual rights. But what if another government or company in an area of the world where individual rights aren't respected gets there first?",1281016600
1578030,comment,1578019,1578019,0,0,davidw,,,"This book has some interesting ideas:<p><a href=""http://www.squeezedbooks.com/book/show/5/lateral-marketing-new-techniques-for-finding-breakthrough-ideas"" rel=""nofollow"">http://www.squeezedbooks.com/book/show/5/lateral-marketing-n...</a>",1281016597
1578029,story,,,1,0,jamesbritt,"Churchill ordered UFO cover-up",http://www.bbc.co.uk/news/uk-10853905,,1281016592
1578028,comment,1577902,1578009,0,0,jreposa,,,"We've had a hard time finding quality candidates. In my experience, the Craigslist job board seems to be dying out. Is hotjobs your first stop in the hiring process?",1281016578
1578026,comment,1577804,1577938,0,0,BrandonM,,,"> you're trusted a <i>stranger</i> with a lot of money<p>""A stranger is just a friend I haven't met yet."" - Will Rogers<p>The term <i>stranger</i> is a useful tool to prevent children from trusting shifty individuals. As an adult, calling people strangers seems to me to be a good way to live in fear and fail to meet interesting new people. Most people are basically good.",1281016537
