ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
2038853,comment,2038067,2038800,0,0,eru,,,"As far as I know the legal system, in say, Germany doesn't recognize illegally gained evidence either.",1293278288
2038852,comment,2038816,2038816,0,0,_0ffh,,,"Google Fravia!",1293278210
2038851,comment,2037436,2037490,0,0,eru,,,"Lambdas aren't that interesting after all.  I wouldn't call it 'lambda functions', but just 'lambda notation'.  Having to name your functions is a inconvenience at most.",1293278136
2038848,comment,2037436,2038481,0,0,eru,,,"Thanks for the article.<p>There's a typo.  Search for ""interator"" to find it.",1293277992
2038847,comment,2037564,2037829,0,0,shard,,,"I suppose they're targeting the non-sissy segment of the consumer ;)",1293277955
2038846,comment,2036588,2036588,0,0,pixelbeat,,,"I'd already noted Neil Fraser as an open source star\n<a href=""http://www.pixelbeat.org/misc/google_stars.html"" rel=""nofollow"">http://www.pixelbeat.org/misc/google_stars.html</a>\nbut now see he's an all around great guy",1293277864
2038845,comment,2038663,2038663,0,0,karterk,,,"Very interesting. At my work, we use Selenium for writing automated functional tests. I'm wondering how this will stack up against that... Is there a way to capture a screen shot when an assert fails? Often, that has been very useful in error resolution.",1293277856
2038844,comment,2037311,2038087,0,0,eru,,,"Go forth and improve that article.",1293277830
2038843,comment,2038616,2038833,0,0,nazgulnarsil,,,"strong cultural norms that are education and success oriented along with high IQ's.<p>edit: before I get people bitching at me\n<a href=""http://www.halfsigma.com/2006/06/high_iq_does_no.html"" rel=""nofollow"">http://www.halfsigma.com/2006/06/high_iq_does_no.html</a>",1293277799
2038842,comment,2038316,2038552,0,0,evgeny0,,,"I'd go further: many people will happily agree to buy something for $x when they think it's all hypothetical, but would never actually buy it. Hence the oft-repeated advice ""don't ask people if they would buy, ask them to buy"".",1293277595
2038841,comment,2038524,2038524,0,0,YuriNiyazov,,,"a dating site that treats men and women differently.",1293277389
2038840,story,,,25,8,cnvogel,"This christmas is day #55555 on astronomers' timescale (modified julian date).",http://www.leapsecond.com/java/nixie.htm,,1293277333
2038839,comment,2037576,2038763,0,0,1337p337,,,"For a major undertaking, sure.  If you're a start-up, odds are that you have one product, and you can't afford for it to stagnate while it's scrapped and rewritten or while the developers layer hacks on hacks to fix bugs created by the last round of hacks.<p>Even a start-up, though, has tons of code that is not part of the main codebase.  A pile of monitoring scripts, a program that generates an arbitrarily large amount of data for a test database, the company's blog, internal mailing list software, etc.  When you have fewer than 50 employees, it is okay if half of those codebases are ugly hacks.",1293277274
2038838,comment,2037763,2038339,0,0,DanielBMarkham,,,"I just re-read the site guidelines to make sure I didn't miss anything.<p>Can you be more specific? I don't see where it fails to meet site guidelines. If you can point it out, I'd be happy not to do it again. I'm the last person who would want to start polluting the site.<p>Perhaps you found my post displeasing or distasteful. If so, then don't upvote it. But as far as I can tell, it meets site guidelines, and I'm happy to change my behavior if it didn't.<p>There's a difference between flaggable and just not-so-good. Thank goodness we're still allowed to post things that aren't-so-good. That's the whole reason to have a voting system, right?<p>Trust me, there are a hell of a lot of articles that make and stay on the front page that I don't particularly like, and a lot of them get there because they are submitted by a popular person or contain some kind of popular link-bait (Apple, Google, YC, etc) I don't particularly like it, and I complain about it from time to time, but it's just part of the way the site works. All I ask is that other folks remember that one person's bad article is another person's great piece of news, and use the flagging system sparingly.",1293277254
2038837,comment,2037484,2038105,0,0,thesz,,,"<a href=""http://www.amazon.com/Applied-Numerical-Linear-Algebra-Demmel/dp/0898713897"" rel=""nofollow"">http://www.amazon.com/Applied-Numerical-Linear-Algebra-Demme...</a><p>This is really good book.<p>It contains various topics from basic linear algebra (like solving systems with LR factorization) to solving (partial) differential equations with linear algebra. It also tells you where each method applicable (like, ""you can use that if this, but that one method works almost everywhere you could need, except that it is much more expensive"").<p>PS\nRussian translation of that book quickly became a rarity.",1293277205
2038836,story,,,64,6,macco,"Top Things We Learned About SEO in 2010",http://www.seomoz.org/blog/top-10-things-we-learned-about-seo-in-2010?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+seomoz+%28SEOmoz+Daily+Blog%29&utm_content=Google+Reader,,1293277144
2038835,comment,2038816,2038816,0,0,cnvogel,,,"""Reverse engineering"" is too broad of a term.<p>Do you want to jailbreak the newest smartphone? Or want to repurpose some neat and cheap childrens' toy into a spectrum analyzer?<p>Maybe your central heating has a odd habit of keeping your bedroom too hot, and the office too cold even though the thermostat is set correctly?<p>Reverse engineering by itself is just a tool for building things, because once you figured out how something works, the fun begins when you start tinkering it into something the original designers had not forseen.<p>So, to cut this philosophical post short: Get yourself a <i>problem</i> you want to solve, then read all you can about it. If it involves reverse-engineering, e.g. analyzing something not yet documented, you'll have to solve that on the way.<p>And you'll know to ask the specific questions (e.g.: How do I find out the right connection to pins I suspect to be a JTAG port? How can I find out which bits in the serial protocol might stand for what?) when you've come there.",1293277141
2038834,comment,2038225,2038473,0,0,eru,,,"What does this mean?",1293277105
2038833,comment,2038616,2038616,0,0,chegra,,,"Could I get an explanation as to why the Jews are in the higher income brackets?",1293277044
2038832,comment,2036855,2036999,0,0,ramleela,,,"How to transfer 90 gb data laptop to desktop.",1293276969
2038831,comment,2037576,2038692,0,0,1337p337,,,"That's what my strategy is.  ""Get it working, then get it working right, then get it working fast.""  The ""get it working"" part is where you start to be able to tell whether or not you've solved the right problem.",1293276847
2038830,comment,2037560,2038391,0,0,yawniek,,,"cool stuff!\ngot it working under os x.\ndeps are:\n haskeline, executable-path and Decimal",1293276793
2038829,comment,2036586,2037170,0,0,ez77,,,"There is also mg: <a href=""http://en.wikipedia.org/wiki/Mg_(editor)"" rel=""nofollow"">http://en.wikipedia.org/wiki/Mg_(editor)</a>",1293276758
2038828,comment,2038079,2038429,0,0,puredemo,,,"... I can't believe they hired her back.",1293276634
2038827,comment,2038616,2038814,0,0,paraschopra,,,"I think this data is for Hindus in US which would be primarily families who have immigrated from India. Primarily the families who immigrate already in upper-bracket of income in India and furthermore their education level would be superior to most Hindus too (think IITs, etc.). I don't think the Hindu group considered here is representative of global Hindu group.",1293276609
2038826,comment,2038616,2038814,0,0,shrikant,,,"See nivertech's comment below: <a href=""http://news.ycombinator.com/item?id=2038790"" rel=""nofollow"">http://news.ycombinator.com/item?id=2038790</a>",1293276595
2038825,comment,2038616,2038804,0,0,eru,,,"What's so worrying about that University?",1293276555
2038824,comment,2038673,2038673,0,0,ahlatimer,,,"This is essentially blog-spam. The WSJ link they provide in the source has a lot more information: <a href=""http://online.wsj.com/article/SB10001424052748704774604576035500936272100.html?mod=rss_whats_news_technology"" rel=""nofollow"">http://online.wsj.com/article/SB1000142405274870477460457603...</a>",1293276546
2038823,story,,,4,0,mbchandar,"StartUp Idea #4: Touch based Landline Internet phone for home use",http://beyondwork.wordpress.com/2010/12/25/startup-idea-4-touch-based-landline-internet-phone-for-home-use/,,1293276537
2038822,comment,2038316,2038420,0,0,StavrosK,,,"I just tried it and the workers were, indeed, unique. However, it seems that the feedback was somewhat of low quality, as, for the ""would you use it?"" question, almost everyone (understandably) said yes (why not, really?). Those who answered no cited privacy concerns, but nothing integral.<p>For the ""why would you use it?"" question, they mostly repeated the use case I stated above. This was only 10 people, as I wanted to test it out first, but there's my data point for you.",1293276518
2038821,story,,,16,21,akent,"The Coolest Server Names - Recently undeleted",http://serverfault.com/questions/45734,,1293276491
2038820,story,,,5,0,yarapavan,"HaLoop: A modified Hadoop to support efficient iterative data processing",https://code.google.com/p/haloop/,,1293276489
2038819,comment,2038616,2038616,0,0,xentronium,,,"Couldn't hide my smile when I saw the Jehovah witnesses' column.",1293276488
