ID,Karma,About,Created,Updated
JL2010,183,"professional hat-switcher",1308694304,1447905050
JL235,1,"I am the technical guy behind www.playmycode.com , a browser based game building IDE and hosting platform.",1336934941,
JLB25,1,,1415188944,1415188971
JLFamous,1,,1313099886,
JLM_,7,,1357189583,
JLPW,1,,1361139097,
JLRemsik,5,,1311622175,
JLW,-2,,1314384371,
JL_Agell,4,,1334694693,
JLangley,3,,1410282260,1434544110
JLaramie,11,"ADstruc is an online buying platform for outdoor advertising.  Being able to work with Y Combinator for 3 months and giving our undivided attention is a dream come true.",1255392271,
JLast,2,,1272864237,
JLehtinen,24,,1351756604,1427442767
JLivescault,1,,1409574389,1412965998
JLndr,1,,1337799739,
JLonzer,1,,1403269779,
JLoyed,1,,1434027956,1436902359
JLukas13,1,,1379352235,
JLukeas,0,,1273824825,
Jlambert,4,,1283322921,
JlasVegas,1,,1342463601,
Jleagle,29,,1361454136,
Jlindau,1,,1330713841,
Jlloyd,6,,1264526958,
jl,3255,"This is a test",1173923446,1452295351
jl00080,11,,1342736204,1450207814
jl03,1,,1436974710,1453170807
jl1,53,,1244843109,1452887978
jl2035,1,,1393302209,1452922069
jl221,1,,1408447332,1452929484
jl2753,1,,1358502461,1452908876
jl2975,1,,1392346330,1452921460
jl2fa,3,"[ my public key: https://keybase.io/johnlee; my proof: https://keybase.io/johnlee/sigs/9FGXpyaJz-88vZjKmK6z8GPxTuiCP6hfx3srDlNTUuk ]",1441182538,1453172033
jl4dailymotion,1,,1420738734,1453165710
jl4ntz,2,,1449499674,1453174386
jl6,617,,1280683543,1452754000
jl87,170,,1418262562,1453172320
jl89,1,,1374703799,1452929584
jl_2014,12,,1412271655,1450207814
jla,2,http://www.johnabbott.freeiz.com,1336031020,1452902611
jlabandz,1,,1289333165,1452891444
jlack,10,,1328321682,1450207814
jlafon,27,"Software Developer at OpenEye Scientific Software.<p>http://jlafon.io",1329597946,1450207814
jlag34,43,,1423454913,1453166159
jlahijani,8,,1331612238,1450207814
jlakai,1,,1352759456,1452908688
jlake,10,,1264011980,1452890090
jlake123,2,,1284451838,1452889988
jlakes,1,,1360697290,1452909763
jlaksjf,1,,1332975377,1452901187
jlal,1,,1372981857,1452914460
jlam,53,"a complex character in a world demanding simplicity<p>As a project manager and develop software i people and companies understand and use enterprise computing, opensource, informatics, and social computing for collaborative work.<p>http://about.me/John.Lam\nhttp://twitter.com/ideavine\nhttp://ideavine.com<p>[ my public key: https://keybase.io/johnlam; my proof: https://keybase.io/johnlam/sigs/fwFFoGzKziQ8OENB_JtfJOfx590YHIeOhlaj4UQKzTM ]",1205700404,1442515187
jlam3279,1,,1330383724,1452900782
jlamba,2,"2x entrepreneur, traveller and foodie. Former VC, McKinsey consultant, product manager, coder.  Wharton MBA and software engineer.",1351581511,1453172640
jlambert1,2,,1288414035,1452890538
jlamberthw,1,,1291564695,1452891721
jlampa,3,,1234292787,1452887114
jlampart,7,,1266858970,1452888889
jlana24,1,"Associate for Launch Capital",1310512938,1452905299
jlandover,1,,1408037137,1452929089
jlandry,2,"27 year old database designer and all around python junkie. Engaged to a wonderful graphic artist and owner of a small Dachshund named Charles. You can usually find me pecking away on code or databases down at 3 Bees in San Mateo.",1301523514,1452893128
jlandy,1,,1386648309,1452919341
jlangemeier,1,,1449680497,1453174436
jlangenauer,3668,"Freelance developer.",1217845931,1452103055
jlangevin,1,,1340896677,1452903911
jlanghans,-1,,1368204993,1450207814
jlangr,2,,1288897663,1452908875
jlangvad,1,,1425998678,1453170645
jlank,107,,1281025533,1450207814
jlannan,2,,1250691312,1452888284
jlansey,15,"Trying the make the world better or at least more interesting.",1401029417,1452924891
jlanter,3,,1385238725,1452918986
jlao,34,http://jameslao.com,1288048078,1452890369
jlapenna,2,"Google Latitude, Foursquare, Plazes ... I've worked on a great many location based services.",1335891369,1451427092
jlaporte,6,,1385756552,1450207814
jlappi,7,"[ my public key: https://keybase.io/itsfinn; my proof: https://keybase.io/itsfinn/sigs/E42CV567Njv4YNWz--pG4wRmtJmALh9fgFeNADDZ-g4 ]<p>@suomipatrooti on twitter and @itsfinn on keybase<p>h",1445107480,1453173142
jlaprise,1,,1452624331,1453175162
jlapwood,1,,1321006989,1452898339
jlar,5,,1383099714,1452917846
jlark777,92,cleverhack.com,1394321534,1450207814
jlarkin,3,"Online before there was ever a World Wide Web.<p>+ http://cleverhack.com  \n+ http://twitter.com/joy\n+ http://about.me/joy",1257262203,1452888474
jlarkin353,93,"I am John Larkin, a digital marketer & growth hacker from Dublin, Ireland. I&#x27;m passionate about startups, ux, product, growth and tech.",1345379273,1450207814
jlarky2012,1,,1439877040,1453173985
jlarmstrong,1,,1321542971,1452898448
jlarocco,3259,"Work\nhttp://www.solidfire.com<p>Code\nGitHub: https://github.com/jl2\nBitBucket: https://bitbucket.org/jl2\nCoding Blog: https://jl2.github.io<p>Photography\nSmugMug: http://laroccophoto.com/\n500px: http://500px.com/jlarocco\nFlickr: http://www.flickr.com/photos/jl_2/<p>Personal\nhttp://jlarocco.com",1311318776,1452873871
jlarrison,1,,1173129515,1452903112
jlars,4,,1321073321,1452898376
jlarsen,30,,1417553064,1450267840
jlarsson,8,,1354004629,1452909394
jlas,465,"Juan Lasheras (http://www.juanl.org)<p>I enjoy working on software (https://github.com/jlas) and music (https://soundcloud.com/jlas).<p>Check out my rsum (http://www.juanl.org/resume.html).",1348435782,1452901672
jlaswell,6,,1365008944,1450207814
jlatibonite,3,,1433301422,1453169624
jlatt,6,"mostly human",1255114107,1452888407
jlaurend,72,,1291773612,1450207814
jlaurito,105,Hi,1349759315,1450207814
jlavarj,19,,1299794390,1450207814
jlawer,327,,1310605775,1450207814
jlaws,37,,1330493346,1450207814
jlawton,8,,1442946472,1453172544
jlazarow,13,,1257305381,1450207814
jlazer,14,,1323295078,1450207814
jlb,-4,,1208979201,1208979201
jlbbellefeuille,1,,1424910765,1453167835
jlbenc,0,,1323472352,1452898811
jlbhbkhg,4,,1396601617,1452922680
jlblatt,106,,1427843658,1453167852
jlbprof,3,,1280785941,1452903081
jlbranca,2,,1344433374,1452905119
jlbremer0008,1,,1353386487,1452907445
jlbribeiro,2,"Website: https://jlbribeiro.com/<p>Twitter: https://twitter.com/jlbribeiro<p>GitHub: https://github.com/jlbribeiro<p>[ my public key: https://keybase.io/jlbribeiro; my proof: https://keybase.io/jlbribeiro/sigs/bgsVkL040ybSv9IFVM3YKlVSdg6zGj4Q2s0ocKE0UP8 ]",1384629956,1452786087
jlbruno,240,,1317780805,1452897385
jlbryant8,2,,1383798275,1452918235
jlc,75,,1197430020,1419049448
jlc2,8,,1332166703,1452900855
jlc8413,3,,1371487565,1452913761
jlcanovas,1,,1383304141,1450207814
jlcfly,16,,1316537275,1450267840
jlcgull,3,"Trollhttan !",1272897834,1452889212
jlcheng,3,,1244212836,1452887944
jlcummings,9,,1381296648,1450207814
jlcx,91,,1319571419,1452060900
jld,109,,1361921067,1450207814
jld89,26,,1370461314,1453173354
jldailey,9,,1332894666,1452902950
jldavid,1,http://www.jldavid.com,1305575241,1452894165
jldec,1,,1439833736,1453171613
jldteixeira,4,,1316029827,1450207814
jldugger,375,,1243215640,1452809028
jldungan,1,,1433960058,1453169824
jldupinet,2,,1311647288,1450207814
jldupont,7,,1445733503,1453173289
jle,13,,1384381417,1450207814
jleader,1125,"Jeremy Leader<p>My mail comes to jleader via alumni.caltech.edu<p>http://hackernewsers.com/users/jleader.html<p>Twitter: @jeremyleader",1271915643,1452643267
jleahanne,1,,1305079573,1452893643
jleahy,33,,1382275914,1452443247
jleard,34,,1259014938,1450207814
jlearn,1,,1314759082,1452896359
jleask,2,,1407228642,1450207814
jlebar,906,,1327963129,1452489612
jlebeau,1,,1353961413,1452907584
jleblanc,1,,1256766508,1452888647
jlebowski,0,,1363097283,1452910766
jlebowskii,28,,1412449541,1452932598
jlebrech,103,,1329744049,1452593694
jlebron2,34,"email: jonathan [dot] lebron [at] outlook [dot] com\ntwitter: twitter.com/_jlebron",1378247614,1450207814
jlebronjames23,1,,1310578150,1452895077
jleckenby,2,,1381266710,1452917149
jlecour,10,,1282228496,1452889775
jledbet,1,,1264568749,1452888767
jleder,1,,1302296231,1452893290
jledin,1,"Ledin Engineering has 30 years of experience in the design, development and testing of complex embedded systems.<p>We provide embedded system engineering, development and test services.",1377137658,1452915703
jlee614,47,,1375869264,1450207814
jleedev,5,,1184863046,1450207814
jleehey,18,,1361985814,1452782382
jlees,3638,"aka jennielees (twitter, gmail, github, dot net.)<p>I like systems, tea, videogames and people.<p>I work on backend data microservices at Riot Games. I used to work at Google, Nylas and taught at Hackbright Academy.",1223888497,1451498403
jlefo7p6,64,,1241566574,1452887906
jlegacy17,1,,1384959492,1453175275
jlegler,11,,1404603250,1450207814
jlegoff,5,,1292837106,1452891944
jlehman,119,,1360113812,1450207814
jleight,18,"[ my public key: https://keybase.io/jleight; my proof: https://keybase.io/jleight/sigs/aqreYEAdHRBcvenUgcP0Ph6-enypfSW6syk_YDlvZZk ]",1411647007,1450207814
jleikin,37,,1326603207,1452903596
jlembeck,56,"my public key: https://keybase.io/jefflembeck; my proof: https://keybase.io/jefflembeck/sigs/r7dZtJzkc3xINzYd_PyKUVEWhuFsOTrJnSbhecn_tPY",1288753817,1450207814
jlemberg,3,,1441460174,1453172130
jlemoine,932,"I am an entrepreneur passionate about software development, product development and algorithmic.\nI am the CTO and co-founder of Algolia (YC W14)",1355411656,1450207814
jlengrand,412,"Image Processing engineer in embedded electronics. Enjoying Life, Climbing, and Linux.<p>Utrecht, The Netherlands\nhttp://lengrand.fr<p>mail : jlengrand@gmail.com",1337868740,1450358578
jlengstorf,166,"I&#x27;m a designer and developer. In 2014 I sold all my crap and started living in rented spaces around the world. I overshare about things at lengstorf.com",1428834511,1453168196
jlentz,1,"jon.lentz (google mail)",1309373544,1452894620
jleonard,11,,1422280758,1453165890
jlepis,1,,1385509521,1450207814
jlesk,38,http://joelesko.com,1244147168,1452887978
jlessinger,1,,1370127791,1452913293
jlester,1,,1430784905,1453168805
jletroui,1,,1364741206,1450207814
jletts,1,,1412788208,1450207814
jleung,1,,1250486407,1452888284
jlev,63,"Commander Spacedog.xyz\nMIT/Media Lab graduate<p>levinger.net/josh\ntwitter.com/jlev",1301349031,1451448294
jlev1021,19,,1339598902,1450207814
jlev89,1,,1298407165,1452892466
jlevetin,1,,1338580242,1452903333
jlevin,1,,1413128404,1450207814
jlevy,44,,1259449198,1450207814
jlew,3,,1294968027,1452892125
