ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
8878,comment,8863,8863,0,0,nostrademons,,,"I'm impressed.",1175716633
8877,comment,8863,8875,0,0,mukund,,,"Then u would win this YC for sure as i can see potential in this. Good luck mate :)",1175716330
8875,comment,8863,8873,0,0,dhouston,,,"it should degrade gracefully and work without admin rights; in addition you can download (and soon, upload) via the web interface if you're not at one of your computers.",1175716216
8874,comment,8863,8872,0,0,dhouston,,,"yup -- i didn't get to mention it, but a big piece of dropbox is that it's a local/""normal"" folder that's synced in the background -- you can work on your files offline (that, among other things, drove me nuts about typical online drives) and get local IO speeds (good for photoshop, film, etc.)",1175715945
8873,comment,8863,8863,0,0,mukund,,,"Cool stuff indeed. I would give 5 stars for such an useful application. I dont know if users can have administrative rights installing this features on some random computers, cant u incorporate something like web based interface?\n",1175715923
8872,comment,8863,8863,0,0,tyohn,,,"I like the app; but instead of telling people to throw away their USB drive maybe you could incorporate a sync feature that would allow users to work on their files offline.  Sometimes you just dont have internet access.  Just a thought.  ",1175715776
8871,story,,,2,0,shara,"Guide to Marketing Your Business in Second Life: The Beginning of the 3D Web",http://www.work.com/marketing-your-business-in-second-life-the-beginning-of-the-3d-web-1578/,,1175715662
8870,comment,8863,8863,0,0,Readmore,,,"That's hot!",1175715485
8869,comment,8863,8863,0,0,zaidf,,,"This has great potential!<p>Only suggestion I would have is go slower on the demo. I know you lost me very early into it switching between windows.<p>If you are looking for a wider audience than those who already know the context of dropbox, make a video where you lay out the case for use of dropbox using simple examples from user point of view(think a college student) and then in the demo show just the basic features. I got the feeling you tried to show too many features too quickly.<p>In general, I have realized it is much better to launch with something that does a few things REALLY well rather than a lot of things with little focus. When you launch with whole lot of features people assume you are competing with the big companies. When you launch small and do it well, it is easier to attract a user-base and THEN keep feeding it more advance features in form of updates.<p>Good luck! Looks slick from the UI.\n",1175715380
8868,story,,,1,0,jullrich1,"Perk Place: The Benefits Offered by Google and Others May Be Grand, but They're All Business",http://knowledge.wharton.upenn.edu/article.cfm?articleid=1690&CFID=5408737&CFTOKEN=17525106&jsessionid=9a305563b4422733d85e,,1175715190
8867,comment,8816,8844,0,0,Mistone,,,"this is a good point, there does need to be more tax incentive for entrepreneurs to start, especially if incentives were targeted relieving the burden of the first few months.<p>This is way over the head of politicians who simply want the next google to happen in their backyard. ",1175714926
8866,story,,,2,0,shara,"What Entrepreneurs Most Want to Know: March 2007's Most Popular Work.com How-to Guides",http://blogs.work.com/community/2007/04/what_entreprene.html,,1175714617
8865,comment,8863,8863,0,0,dhouston,,,"oh, and a mac port is coming :)",1175714575
8864,comment,8700,8700,0,0,yaacovtp,,,"New restaurants need anonymous and confidential reviews more than web 2.0 startups do. Aren't 1000's of blogs already writing about the latest web startup?",1175714547
8863,story,,,111,68,dhouston,"My YC app: Dropbox - Throw away your USB drive",http://www.getdropbox.com/u/2/screencast.html,,1175714200
8862,comment,8858,8859,0,0,joshwa,,,"I've seen this before in business plans and such... the being paid in preferred shares part is new to me; I've seen it as deferred compensation accumulating as a liability for the company to be paid in cash at some later date. I suppose being paid in preferred shares makes sense if you are expecting acquisition or a later VC rounds, whereas deferred cash comp. makes sense in a cash-only organic growth situation, and gets factored into your break-even calcs. ",1175713872
8861,story,,,9,0,danw,"Interface Design Juggling - great advice on typography, color schemes, microformats and more [.pdf]",http://www.simplebits.com/publications/speak/juggling/,,1175713744
8860,comment,8664,8664,0,0,yaacovtp,,,"Basically, do anything, keep learning and expanding on it and you'll be an expert in the field relative to most others you work with. Do it with something you love and you'll come out on top.<p>I'd love to see a salary polling site that mashed wages over time with a person's level of interest in the job and time spent learning and training more on the subject.",1175713626
8859,comment,8858,8858,0,0,brett,,,"One part that surprised me:\n""You have not taken a salary in two years. Typically, founders doing that have kept records and get paid in shares.""<p>I sorta figured working for free (or close to) for a while was just part of the deal if you want to keep burn rate down (or simply don't have cash). Interesting to note that you can get paid for it later. How common is this?",1175713357
