ID,Type,Story,Parent,Points,Comments,Author,Title,URL,Content,Created
10401976,comment,10399844,10401495,0,0,Animats,,,"It would be a real challenge to actually photograph the entire underwater part of an iceberg.  It&#x27;s probably never been done. If you could find one in clear water, and set off some enormous set of flashes underwater, it just might be possible.  That would be a good project for National Geographic.",1445029191
10401975,comment,10400807,10400807,0,0,ausjke,,,"I had not switched to win10, but was told by others who did saying that win7 > win10 > win8, i.e. win7 is the best, is it true? I have a dual-boot win7 for tax-filing that I had not booted into since April, using linux daily. This news made me feel relieved a bit that it&#x27;s good I did not have win7 running and got automatically &quot;upgraded&quot;.",1445029183
10401974,comment,10401880,10401880,0,0,mindcrime,,,"Fedora is my choice.",1445029177
10401973,comment,10400167,10401207,0,0,mynameisvlad,,,"No, because as agwa pointed out, howsmyssl checks client security. There&#x27;s nothing wrong with a DHE cipher suite and it can be used in a secure manner quite easily. Since this is wholly on the server, and howsmyssl has no way of testing a server you&#x27;re connecting to, then there&#x27;s no possible way for it to know if your specific connections are okay or not. Based solely on the client suites tested, DHE would still be considered secure. It&#x27;s only the interaction with an insecure server that makes it insecure.",1445029176
10401972,comment,10400912,10400912,0,0,adrianmacneil,,,"Since no one has pointed it out yet, I&#x27;ll also mention the Diversity Visa (a.k.a. Green Card lottery). This allows you to gain permanent residence in the US (if you are eligible).<p>It opens every year in October, and is free to apply. There are lots of scam sites that will offer to enter you in the lottery for payment, but you can do it free here: <a href=""https://www.dvlottery.state.gov/"" rel=""nofollow"">https://www.dvlottery.state.gov/</a><p>If you get accepted, it takes around 18 months from entering the lottery to actually entering the US, so you have to not be in a hurry.<p>The allocation of visas is quite odd, a bunch of countries are not eligible to enter (including UK, Canada, Mexico). Other countries have different quotas based on their region. As a result, those applying from Australia/NZ have a much higher chance of winning than those applying from Europe or Africa.",1445029157
10401971,story,,,18,2,s_q_b,"Quipper: A Scalable High Level Functional Language for Quantum Computing",http://www.mathstat.dal.ca/~selinger/quipper/,,1445029148
10401970,story,,,2,0,kelukelugames,"Google Play Is Getting a Makeover",http://techcrunch.com/2015/10/16/google-play-is-getting-a-makeover/,,1445029145
10401969,story,,,1,0,f_o_m,"What Are Human Mastery and Authorship Worth?",https://medium.com/@Factory_of_Mirrors/what-are-human-mastery-and-authorship-worth-64e132f1715,,1445029144
10401968,comment,10400550,10401909,0,0,lwhalen,,,"Until they get an NSL compelling them to shut their pieholes about any &#x27;requests&#x27;, successfully resisted or not.",1445029101
10401967,comment,10397200,10401014,0,0,dec0dedab0de,,,"I agree with your point about ad&#x27;s being  &quot;shoved in someone&#x27;s face&quot; and that it is a problem when services are beholden to specific advertisers. But I do think ad&#x27;s can be done tastefully and in a way that benefits all involved.<p>Imagine if HN had a link at the top for advertisements, and they had a policy that anyone with > x amount of karma could pay $y to have a listing for z days. It would be reminiscent of the ad&#x27;s in the back of old computer magazines, with people selling home made software, tools, and services.<p>Another example, would be if a music venue paid local record shops to have a prominent display of upcoming shows in their store, and on their website.   How could that be anything but useful?<p>Honestly, I&#x27;m not selling anything, and I avoid ad&#x27;s as much as possible. I even signed up for the ad free Hulu just to put my money where my mouth was, after ranting to friends about how I would never pay for something that came with commercials.  I just think that a wholesale attack against the idea of advertising is shortsighted.",1445029092
10401966,story,,,1,0,Impossible,"Is Indie PC Gaming the Next Mobile?",http://positech.co.uk/cliffsblog/2015/10/16/is-indie-pc-gaming-the-next-mobile/,,1445029079
10401965,comment,10400912,10401838,0,0,anigbrowl,,,"I&#x27;d advise tempering your sense of humor on this topic, since attempts to do more-or-less what you&#x27;re talking about above tend to culminate in long prison sentences for both operators and customers of such a service, unless it&#x27;s based in a jurisdiction that doesn&#x27;t have an extradition treaty with the US. since &#x27;securing the border&#x27; is one of those fundamentally unattainable political goals prosecutors tend to throw the book at anyone they find engaged in this kind of activity because it plays well at oversight hearings. If you want to make money by disrupting the immigration system, set up a fake law firm to scam immigrants with paperwork problems - you can run that one for ages because your erstwhile customers are afraid of the police and you won&#x27;t get too heavy of a sentence if you do get caught since the lives you ruined don&#x27;t belong to registered voters.<p>Read a lot of immigration law news and you too can develop a jaundiced attitude! Seriously, it seems like things may be improving somewhat under Loretta Lynch&#x27;s administration of the DoJ but it&#x27;s a bit early to tell. <a href=""http://trac.syr.edu"" rel=""nofollow"">http://trac.syr.edu</a> is probably the best resource that doesn&#x27;t require some sort of professional or academic subscription.",1445029060
10401964,comment,10398563,10401799,0,0,aidenn0,,,"I suppose it at least partly depends on how much time per day you spend writing.  Presumably you can go through the entire manuscript in under 8 hours, so you can make progress every 8 hour day you put into it.<p>[edit] Reading more closely he starts out with 7 hour days and ends up at about 12 hour days, so if the final manuscript can be read and revised in 5 hours it&#x27;s a fairly constant amount of writing per day.",1445029039
10401963,story,,,2,1,edward,"Has Kepler Discovered an Alien Megastructure?",http://news.discovery.com/space/alien-life-exoplanets/has-kepler-discovered-an-alien-megastructure-151014.htm,,1445029013
10401962,story,,,30,58,kareemm,"On Tinder, Off Sex",http://www.nytimes.com/2015/10/18/fashion/on-tinder-off-sex.html,,1445029013
10401961,story,,,2,0,Thorondor,"Poorly-named 'League of Legends' players get psychology surveys",http://www.engadget.com/2015/10/15/poorly-named-league-of-legends-players-get-psychology-surveys/,,1445029009
10401959,story,,,3,0,yueq,"Theranos Is Made-For-Hollywood Silicon Valley Scandal",http://www.forbes.com/sites/petercohan/2015/10/16/theranos-is-made-for-hollywood-silicon-valley-scandal/,,1445029005
10401958,comment,10400167,10401188,0,0,kitd,,,"The same for me on Windows 7 Pro 64-bit, Chrome 46.0.2490.71 m",1445028988
10401957,comment,10400807,10401870,0,0,Animats,,,"They say it was a mistake. Do you believe them?  Was anyone at Microsoft fired?  Did Microsoft offer a way to undo an unwanted install of Windows 10?",1445028983
10401956,story,,,1,0,krzyzanowskim,"Status of App Store review process",https://twitter.com/krzyzanowskim/status/654969208493707264,,1445028962
10401955,story,,,2,0,Splendor,"Lockheed Martin tests pilotless helicopter in Idaho",http://www.spokesman.com/blogs/boise/2015/oct/14/pilotless-helicopter-firefighting-successfully-tested-near-boise/,,1445028932
10401954,comment,10400912,10401803,0,0,adrianmacneil,,,"The E3 has basically the same requirements as the H1B (regular work visa), the main difference is that there is no cap (whereas H1Bs are capped and it&#x27;s basically a lottery whether you get one or not).<p>IIRC there is some way to avoid the degree requirement if you have a skilled job and an equivalent # of years work experience.",1445028916
10401953,comment,10396472,10401797,0,0,TeMPOraL,,,"Oh this is very relevant. You need to see things that are happening here in Shenzhen. Western companies may bankroll some interesting designs, but they are <i>not</i> innovative wrt. applying technology to life. Not compared to &quot;the Chinese slave labor&quot;.<p>And honestly, who &quot;matters&quot; is a matter of a point of view. Big tech companies try to lock you in to maximize their profits out of devices they sell. Meanwhile in Shenzhen, nobody gives a fuck and you can get any permutation of electronics you can imagine for fraction of the western price, and it&#x27;s often user-servicable. This is the place where actual innovation happens - selling overpriced gadgets that do 5% of features everyone saw in Star Trek 30 years ago is not innovation. I want to live in the world with more gongkai[0] and less attempts at locking people in unneccessary, wasteful, idiotic cloud platforms.<p>I want the Western tech giants to <i>lose</i> the war on general-purpose computing.<p>[0] - Check out the links at <a href=""https://news.ycombinator.com/item?id=10397138;"" rel=""nofollow"">https://news.ycombinator.com/item?id=10397138;</a> you&#x27;ll see where the innovation really happens.",1445028908
10401951,comment,10400678,10401851,0,0,themodelplumber,,,"It&#x27;s been a while, but if it helps, I divided my research into different categories, like the signs that you&#x27;d expect from an organization using brainwashing techniques, the objective signs that you&#x27;d expect in a leader or leadership team using brainwashing, and the objective signs of someone affected by brainwashing.<p>Using #2 as an example, some people assume that because an organization has a publicly-visible leader, that person calls the shots (edit for clarity: when in fact the organization may rely most on local councils, etc. and not so much on the figurehead). That&#x27;s why it&#x27;s important to be clear on one&#x27;s own status--outsider or insider. This was a huge research boon for me. That clarification results in a better idea of your own biases, and also gives you an idea of the way your opposites (outsiders if you&#x27;re an insider) may be getting their information or education.<p>It is extremely easy to get one&#x27;s own subjective thinking caught up in this, no matter what your position. For example, some frequently-listed signs of brainwashing are &quot;emotional attachment&quot; and &quot;dependency.&quot; Not very helpful in some hopefully obvious ways; these terms are practically plug-n-play with confirmation bias. On the other hand, it _could_ be helpful information if you developed a set of criteria. Some have tried, as I recall. Nothing scientific because you essentially end up typologizing.<p>The other rather frightening thing was learning about government-sponsored anti-cult movements, like the fairly recent movement in Russia. TBH, the whole thing was pretty jacked up, and I cut it short when I started reading about possibly innocent people getting locked up in psych wards. Another surprising &quot;anti-cult&quot; force commonly listed is the media, and this seems like it could hold true at least to the degree that a news outlet is willing to sensationalize vs. provide solid reporting (then you get into what is solid reporting, etc.). After researching that, IMO if you&#x27;re getting cult information from the media, it&#x27;s a good idea to remind yourself that it&#x27;s not the same as doing your own research, no matter what the facts are about the organization in question.",1445028901
10401950,story,,,135,111,kareemm,"What Do We Really Know About Osama Bin Laden’s Death?",http://www.nytimes.com/2015/10/18/magazine/what-do-we-really-know-about-osama-bin-ladens-death.html?_r=0,,1445028891
10401949,comment,10400807,10400807,0,0,appleflaxen,,,"I&#x27;m glad they rolled it back, but getting an unintended system upgrade is such a big deal that I find myself wanting a bigger act of contrition.<p>This is a really big mistake to make with your flagship product.",1445028891
