ID,Delay,Karma,Average,Stories,Comments,About,Created,Updated
QWDEQWEQWE,0,1,0.0,0,6,,1339463051,
QWEDSAZXC,0,1,0.0,0,1,,1424079198,1424079226
QWfpk,0,4,0.0,0,0,,1453215631,1453379877
QwareSniper,0,1,0.0,1,0,,1338069614,
Qwe679,0,1,0.0,0,3,,1266686162,
Qweef,0,7,0.0,0,9,,1326495084,
Qwertas,0,4,0.0,2,0,,1422219084,1447536344
Qwertious,0,142,0.0,0,151,,1345300294,1452799772
Qwerty404,0,0,0.0,9,1,"Newbie, learning to do codings. Wish to create a mobile game one day.",1436113538,1446784023
Qwertynomics,0,1,0.0,0,1,,1412600194,
Qwick,0,1,0.0,0,1,,1441021589,1441021615
Qwizak,0,3,0.0,1,0,,1312515525,
Qwl,0,484,0.0,20,17,,1323642365,1440059212
Qworg,0,1170,2.79545,27,356,"I solve hard problems with hardware, software and systems.<p>Currently at Microsoft Research.<p>Email: jeffkramr:at:gmail:dot:com\nGithub: https://github.com/Qworg",1310499680,1452809633
Qwuke,0,3,0.0,0,2,,1412036556,1415732498
qw,,908,3.09302,9,232,,1216314694,1450207814
qw1234,0,2,0.0,1,1,,1310023736,1452894811
qw12qw,0,5,0.0,0,1,,1285267928,1452890023
qw3rtman,0,54,0.0,0,0,"λόγος. Function caller. Aspiring data scientist. Zeppelin Connoisseur. Avid tennis player. Doodler. Maker. Make-something-happen-er. #CFND! Let&#x27;s es.",1420423804,1453166972
qwak,0,3,0.0,0,1,,1329447671,1452902796
qwani,0,1,0.0,0,0,,1437066152,1453170807
qwanzi77,0,1,0.0,0,8,,1370423178,1452913293
qwar,0,6,0.0,0,3,,1335931241,1452902611
qwas123,0,1,0.0,3,0,,1377743991,1452915890
qwatsi13579,0,4,0.0,0,4,,1374773772,1452915055
qwaze,0,1,0.0,1,0,,1307552188,1452894165
qwd,0,4,0.0,0,1,,1374773630,1452915055
qwdsacxz,0,1,0.0,0,0,,1433181187,1453169573
qwdseyjh,0,2,0.0,0,1,,1283556826,1452889908
qwe000,0,1,0.0,7,0,,1327972907,1452899829
qwe0618,0,1,0.0,55,0,,1323852703,1452898952
qwe121,0,1,0.0,4,0,,1329980820,1452900295
qwe123,0,23,0.0,0,0,,1311343859,1453169981
qwe1234666,0,1,0.0,0,2,,1238836041,1452887350
qwe1234_troll,0,9,0.0,0,5,,1331800576,1452900708
qwe123_troll,0,-16,0.0,0,15,,1330536090,1452900347
qwe233,0,1,0.0,2,0,,1337004712,1452902950
qwe3331,0,1,0.0,24,0,,1334715981,1452902259
qwe6240207f,0,1,0.0,27,0,,1352347152,1452907178
qweasd321,0,-9,0.0,0,2,,1351656285,1452907024
qwebooapp,0,1,0.0,0,0,,1439311829,1453173057
qwedy,0,1,0.0,1,0,,1381403990,1452919088
qweeeee,0,1,0.0,0,1,,1338384499,1452903302
qween,0,0,0.0,0,0,,1423264046,1453165890
qweenofyou,0,1,0.0,0,1,,1288185790,1452890432
qwefgh,0,1,0.0,0,1,,1383581860,1452918056
qwenda,0,1,0.0,0,0,"debian fan",1449053166,1453174317
qweq,0,-8,0.0,0,1,,1318261579,1452897529
qweqwe22,0,2,0.0,0,1,,1358081350,1452908746
qweqweqweqwe,0,1,0.0,1,0,,1366723183,1452911915
qwer,,39,0.0,4,16,,1197470455,1452484706
qwer0321k,0,1,0.0,1,0,,1312699438,1452895688
qwer0321q,0,1,0.0,1,0,,1312699424,1452895688
qwer0321y,0,1,0.0,2,0,,1312701969,1452895689
qwer99,0,8,0.0,0,2,,1300989403,1452892952
qwerasdf,0,1,0.0,0,1,,1208581459,1208581459
qwerasdfzx,0,1,0.0,2,1,,1352130888,1452907138
qwerasdfzxcv,0,1,0.0,0,1,,1216431243,1452886327
qwerb,,3,0.0,1,7,,1414716434,1450207814
qwerfrw,0,-4,0.0,0,1,,1383841500,1452918235
qwerfvcxza,0,1,0.0,1,0,,1362601194,1452910480
qwerki,,2,0.0,0,3,,1300002023,1450207814
qwerkykow,0,1,0.0,1,1,,1334169136,1452901619
qwerolrac,0,1,0.0,2,0,http://movieseriesmania.blogspot.com,1318567319,1452897670
qwerpoiuty,,1,0.0,0,1,,1398720423,1450267840
qwerqweq,0,2,0.0,0,0,,1438222173,1453171155
qwerrewq,0,10,0.0,0,0,,1423524751,1453165959
qwerryqwe,0,18,0.0,0,0,,1431398945,1453169038
qwert,0,1,0.0,0,0,,1260185972,1452888647
qwert12345,0,20,0.0,0,0,,1426968871,1453167395
qwert1x,,1,0.0,0,1,,1413315631,1450207814
qwert302,0,28,0.0,2,1,,1352909010,1452912053
qwert321,0,9,0.0,0,3,,1341114773,1452904047
qwerta,,1392,1.5,14,885,,1350895455,1450207814
qwertos,0,1,0.0,0,0,,1255698074,1452888439
qwertq,0,1,0.0,1,0,,1341852379,1452904424
qwerty,0,3,0.0,4,2,,1204880608,1204880608
qwerty--,0,1,0.0,0,0,,1426866184,1453169472
qwerty0000,0,-2,0.0,0,0,,1448438328,1453174147
qwerty007,0,1,0.0,0,1,,1347231298,1452905931
qwerty101010,0,1,0.0,0,1,,1398914853,1452923973
qwerty123456,0,0,0.0,0,2,,1310253419,1452894913
qwerty12394,0,0,0.0,0,0,,1430243957,1453168559
qwerty13,0,1,0.0,1,0,,1382659572,1452917647
qwerty1793,0,1,0.0,0,0,,1334415996,1453175303
qwerty2,0,20,0.0,0,0,,1198840509,1198840509
qwerty22,0,1,0.0,1,0,,1338140648,1452903164
qwerty33467,0,4,0.0,0,0,,1429110305,1453168211
qwerty500,0,1,0.0,0,1,,1378725904,1452916205
qwerty565432,0,1,0.0,0,0,,1432121546,1453169271
qwerty69,,347,0.0,9,9,,1334507834,1450207814
qwerty85344324,0,2,0.0,0,0,,1425026696,1453166672
qwerty853443246,0,2,0.0,0,0,,1432772763,1453169443
qwerty85344324i,0,0,0.0,0,0,,1440511860,1453171827
qwerty853490,0,2,0.0,0,0,,1424833574,1453166593
qwerty888,0,4,0.0,0,7,,1374452604,1452914922
qwerty989,0,10,0.0,0,8,,1382604917,1452917612
qwerty999,0,1,0.0,0,1,,1406712314,1452928613
qwerty9999,0,2,0.0,0,1,,1380849305,1452917055
qwertyFish,0,26,0.0,0,0,,1444586765,1453172979
qwerty_asdf,,325,3.06977,1,135,,1372270939,1452724044
qwerty_bgcp,0,2,0.0,1,0,,1321400014,1452898413
qwertyasd,,1,0.0,0,3,,1381531062,1450207814
qwertyasdd,0,1,0.0,0,1,,1385003822,1452918877
qwertyasdf,0,3,0.0,1,0,,1234472560,1452887236
qwertybob,0,4,0.0,0,1,,1359046238,1452909082
