ID,Delay,Karma,Average,Stories,Comments,About,Created,Updated
P3KLb82AhB,0,0,0.0,0,4,,1372583328,1425320934
P3R3,0,4,0.0,0,4,,1440008563,1446686896
P3t3r,0,1,0.0,0,1,,1239468659,
p37307,0,24,0.0,15,14," I like HN because of the community and content. I hope I am a positive member of the community. I learned about HN from a post by Mark Zuckerberg.<p>About me I am disabled, but web enabled, You can see more about that at http://Chambers.PW or below. I designed a feeding tube coffee cup and wish to have it funded at some point and put in the market. It allows people who use feeding tubes to &quot;eat&quot; in social arenas without being self-conscience or making others uncomfortable. p37307@p37307.com<p>My Google Shopping Shortlist to: https://www.google.com/shopping/shortlists/l/a11661987450066619618 I guess if there can be gift registries for births, weddings, etc, there can be one for sickness.<p>My Bitcoin address is 1Pn474TokcXYstkkigm6WzdSm2gr24wRQd<p>I suffer from Parkinson&#x27;s Plus Syndrome. I chronicle my health struggle on G+ primarily @ https://plus.google.com/u/0/106420735876542072423/about.<p>It&#x27;s is sort of my end of life diary. Even though I don&#x27;t have Multiple Sclerosis per say, I have demyelination as a secondary whammy, I stay connected with the MS community because for several years my probable DX was MS (Significant demyelination was the first concrete neuro finding) then all the other issues, autonomic dysfunction, etc, started.<p>About my Posts: I normally post to my circles and followers. However, please feel free to reshare to your circles if a posts pops out at you or moves you. Over at Facebook, I got a lot of spam comments and private messages on some posts. I assume that will change now that they charge $1.00 per private message.<p>Please note my grammar has taken a beaten with the onslaught of my PPS. Please note I may edit my posts, comments, etc from time to time to correct these issues. As a former newspaper editor, starting out as a proofreader and copyeditor, this is a silent side effect of this illness for me. Don&#x27;t hesitate to private post me with a link to my post if you have suggested or corrections with my writing. Really. You can be my pseudo language therapist.<p>Paul Chambers has a rare form of Parkinson&#x27;s called Parkinson&#x27;s Plus Syndrome. As a result, certain autonomic functions are limited. Included in these are blood pressure and pulse, autonomic swallowing functions, requiring him to be permanently feed via a feeding tube for all food and most liquids, mobility and gait issue. Spasticity is a major problem too and heat sensitivity. I have a Baclofen Pump to better regulate his muscles. www.baclofenpump.com. In April, Paul had a Medtronic cardiac device implanted to better control, manage and examine is cardiac functions.<p>Bragging rights\nDisability Advocate, Feeding Tube survivor, heck of a nice guy.",1373175975,1452914557
p3aches,0,1,0.0,0,1,,1405986404,1452927822
p3anoman,,3,0.0,1,5,,1332596547,1450207814
p3can,0,1,0.0,1,0,,1316000436,1452896588
p3d4nt,,1,1.0,0,36,,1357829604,1450207814
p3drosola,,313,0.0,3,13,,1334658009,1450207814
p3lim,,-4,0.0,1,17,,1395319188,1450207814
p3ll0n,0,206,4.0,11,35,,1276193967,1452889344
p3llinor3,0,2,0.0,0,0,,1432650082,1453170645
p3nt3ll3r,0,-1,0.0,0,11,,1356485202,1452908391
p3on,0,11,0.0,0,2,,1288736334,1452890606
p3p4p5,0,1,0.0,1,0,,1322941354,1452898756
p3r1,0,2,0.0,0,5,,1358989777,1452909082
p3restokia,0,1,0.0,0,1,,1387964688,1452919579
p3rfguy,0,11,0.0,0,5,,1385531207,1452919045
p3rp3rtu41,0,1,0.0,0,0,,1431521459,1453169096
p3rs3us,,21,0.0,6,18,,1279737944,1450207814
p3z,0,1,0.0,6,0,,1359998013,1452909530
p3zo,0,1,0.0,0,0,,1401662606,1453164934
